x,y
5000.0,28.020549140343267
9747.604747604746,26.75928526147191
14495.209495209494,22.622638666356558
19242.814242814242,20.02370508420951
23990.418990418988,16.30219361809322
28738.023738023734,12.57128073263988
33485.628485628484,8.656769657831521
38233.23323323323,5.5725751135997506
38233.23323323323,4.937141441435738
39361.02769436102,3.2598886213575686
40488.82215548882,2.81368895062261
41616.616616616615,3.151989588573883
42744.41107774441,0.8688227390099753
43872.20553887221,0.0
45000.0,0.0
