x,y
5000.0,30.0
10456.885456885457,29.989608921144985
15913.770913770913,29.83374273831975
21370.65637065637,29.15832261274373
26827.541827541827,27.339883813115996
32284.427284427285,23.505575715615223
37741.31274131274,16.533161803899734
43198.198198198195,5.051019669107452
43198.198198198195,5.051019669107452
43498.4984984985,4.257160077451848
43798.798798798794,3.444504458983766
44099.0990990991,2.6127584432990805
44399.3993993994,1.7616253727334374
44699.6996996997,0.890806302362106
45000.0,0.0
